2.603885 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1751
2.615900 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1529
2.615900 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1474
2.615900 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1464
2.625706 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1535
2.625706 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1472
2.627778 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1505
2.629867 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1632
2.634891 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1699
2.639949 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1824
2.642087 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1938
2.644796 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1671
2.669264 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1926
2.669264 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1577
2.669264 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1540
2.669264 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1690
2.669264 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 2121
2.671673 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 2012
2.675952 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 2197
2.678248 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 2104
2.680441 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1980
2.684525 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1966
2.707047 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1949
2.707047 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1955
2.707047 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 2094
2.707047 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1953
2.707047 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 2050
2.711640 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1943
2.715098 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1970
2.719551 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 2037
2.722579 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1979
2.724693 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 2039
2.741111 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 2040
2.741111 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 2040
2.741111 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1955
2.741111 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 2030
2.746192 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1518
2.750477 222.000000 135.000000 286.000000 235.000000 1.000000 154.000000 185.000000 1947
